"","logFC","logCPM","PValue","FDR"
"G0S2",-0.0850757813969395,5.5880156586324,0.692807178694393,0.768647017782241
"PTMS",0.131789952948143,6.53619182364116,0.697307620229405,0.77135798697943
"VAMP1",-0.10594916003928,5.27006186955627,0.715357803289277,0.788997577157291
"PHYH",-0.0818798162955189,5.65107627271996,0.724818417317704,0.797087702328853
"ITGA5",0.146296134987539,3.73863158841983,0.73048325352276,0.800968479739869
"PDGFB",-0.126949915821022,3.95406024817675,0.746895214708084,0.813005287048377
"EDN1",-0.144287506727773,3.87214524194958,0.747520978575126,0.813005287048377
"HSD17B10",-0.0645388905830057,5.14328957139793,0.747964864084507,0.813005287048377
"GLA",-0.0770951621149395,3.51552911640428,0.772943016547097,0.837351599836871
"TRADD",0.0814847002965931,4.06602051338398,0.774829347049051,0.837351599836871
"HRCT1",0.152949311315933,2.52727579672435,0.789188725097837,0.848968494614518
"NPR1",-0.100975185978876,2.9686840563574,0.790898977870182,0.848968494614518
"SLC45A4",-0.0655091498778752,6.50141689546718,0.79237059497355,0.848968494614518
"DOK1",-0.0652630996287055,3.6659927456488,0.7973709548935,0.851892045826389
"MDH1",-0.040513129565274,7.07646721998911,0.845226098838745,0.895970841097779
"CFB",0.104951299023551,2.23876253877759,0.845422741056619,0.895970841097779
"TMEM223",-0.0494812089868979,3.7625304341507,0.845796473996303,0.895970841097779
"HAPLN3",0.0785870884637372,2.63647334555467,0.855086320440797,0.903260197648729
"ACVR1",-0.0395271782516143,4.52585706810705,0.860397842625186,0.906317952203497
"FABP3",-0.0408742600232276,4.43858235782884,0.862954882949852,0.906465213182617
"FLVCR2",-0.0364159949640922,6.61293792595322,0.868412037010956,0.909649480109242
"MYH11",0.0691123414468453,9.54212396060777,0.880105105648359,0.918787015158563
"PSTPIP2",-0.0504892964495407,2.46136141784046,0.88203553455222,0.918787015158563
"ELOVL6",0.0717084241909333,2.30928215154149,0.903232219943278,0.938260616284568
"FBXO41",-0.0285703226562463,5.02835433580541,0.924676964569171,0.951220229947729
"SALL4",0.0310532465655778,4.26895928388872,0.927038360381557,0.951220229947729
"FAM110C",0.0253827726730018,5.05685617757705,0.927347972412191,0.951220229947729
"ACTA2",0.03744821922296,8.54474257508574,0.927536853375,0.951220229947729
"MRPL16",-0.0165450746396787,6.33748648808462,0.928880079932974,0.951220229947729
"ECHDC2",0.0232955209881015,6.75176806598106,0.931831321831206,0.951220229947729
"RALB",0.0239235158620258,7.33630852345245,0.933464118988705,0.951220229947729
"CYB5A",0.0274128013765516,5.87601341611262,0.94313674483637,0.958472301662978
"EXTL1",0.0415167050717669,2.53713823663305,0.96063459845395,0.972486830692326
"FAM46A",-0.0101644841557204,4.57449442704642,0.962113637831608,0.972486830692326
"PARVB",-0.00654558507762837,3.74798182682165,0.971983754275519,0.979554834140791
"PFKFB3",-0.00516391571029534,6.80205893940834,0.97433054169204,0.979554834140791
"WNT2B",0.0103421406590624,3.61058777402847,1,1
"PRR5L",0.00378631162700299,3.42585464315818,1,1
